11	1	καὶ πολλοὺς τῶν υἱῶν Ἰσραὴλ ἐπιστρέψει ἐπὶ Κύριον τὸν Θεὸν αὐτῶν	
12	1	καὶ αὐτὸς προελεύσεται ἐνώπιον αὐτοῦ ἐν πνεύματι καὶ δυνάμει Ἠλεία ἐπιστρέψαι καρδίας πατέρων ἐπὶ τέκνα καὶ ἀπειθεῖς ἐν φρονήσει δικαίων ἑτοιμάσαι Κυρίῳ λαὸν κατεσκευασμένον	
13	1	καὶ εἶπεν Ζαχαρίας πρὸς τὸν ἄγγελον κατὰ τί γνώσομαι τοῦτο	
14	1	ἐγὼ γάρ εἰμι πρεσβύτης καὶ ἡ γυνή μου προβεβηκυῖα ἐν ταῖς ἡμέραις αὐτῆς	
15	1	καὶ ἀποκριθεὶς ὁ ἄγγελος εἶπεν αὐτῷ ἐγώ εἰμι Γαβριὴλ ὁ παρεστηκὼς ἐνώπιον τοῦ Θεοῦ καὶ ἀπεστάλην λαλῆσαι πρὸς σὲ καὶ εὐαγγελίσασθαί σοι ταῦτα	
16	1	καὶ ἰδοὺ ἔσῃ σιωπῶν καὶ μὴ δυνάμενος λαλῆσαι ἄχρι ἧς ἡμέρας γένηται ταῦτα ἀνθ’ ὧν οὐκ ἐπίστευσας τοῖς λόγοις μου οἵτινες πληρωθήσονται εἰς τὸν καιρὸν αὐτῶν	
17	1	καὶ ἦν ὁ λαὸς προσδοκῶν τὸν Ζαχαρίαν καὶ ἐθαύμαζον ἐν τῷ χρονίζειν αὐτόν ἐν τῷ ναῷ	
18	1	ἐξελθὼν δὲ οὐκ ἐδύνατο λαλῆσαι αὐτοῖς καὶ ἐπέγνωσαν ὅτι ὀπτασίαν ἑώρακεν ἐν τῷ ναῷ	
19	1	καὶ αὐτὸς ἦν διανεύων αὐτοῖς καὶ διέμενεν κωφός	
20	1	καὶ ἐγένετο ὡς ἐπλήσθησαν αἱ ἡμέραι τῆς λειτουργίας αὐτοῦ ἀπῆλθεν εἰς τὸν οἶκον αὐτοῦ	
21	1	μετὰ δὲ ταύτας τὰς ἡμέρας συνέλαβεν Ἐλεισάβετ ἡ γυνὴ αὐτοῦ καὶ περιέκρυβεν ἑαυτὴν μῆνας πέντε λέγουσα ὅτι οὕτως μοι πεποίηκεν Κύριος ἐν ἡμέραις αἷς ἐπεῖδεν ἀφελεῖν ὄνειδός μου ἐν ἀνθρώποις	
22	1	ἐν δὲ τῷ μηνὶ τῷ ἕκτῳ ἀπεστάλη ὁ ἄγγελος Γαβριὴλ ἀπὸ τοῦ Θεοῦ εἰς πόλιν τῆς Γαλιλαίας ᾗ ὄνομα Ναζαρὲτ πρὸς παρθένον ἐμνηστευμένην ἀνδρὶ ᾧ ὄνομα Ἰωσὴφ ἐξ οἴκου Δαυεὶδ καὶ τὸ ὄνομα τῆς παρθένου Μαριάμ	
23	1	καὶ εἰσελθὼν πρὸς αὐτὴν ὁ ἄγγελος εἶπεν χαῖρε κεχαριτωμένη	
24	1	ὁ Κύριος μετὰ σοῦ	
25	1	ἡ δὲ ἐπὶ τῷ λόγῳ διεταράχθη καὶ διελογίζετο ποταπὸς εἴη ὁ ἀσπασμὸς οὗτος	
26	1	καὶ εἶπεν ὁ ἄγγελος αὐτῇ μὴ φοβοῦ Μαριάμ εὗρες γὰρ χάριν παρὰ τῷ Θεῷ καὶ ἰδοὺ συνλήμψῃ ἐν γαστρὶ καὶ τέξῃ υἱόν καὶ καλέσεις τὸ ὄνομα αὐτοῦ Ἰησοῦν	
27	1	οὗτος ἔσται μέγας καὶ Υἱὸς Ὑψίστου κληθήσεται καὶ δώσει αὐτῷ Κύριος ὁ Θεὸς τὸν θρόνον Δαυεὶδ τοῦ πατρὸς αὐτοῦ καὶ βασιλεύσει ἐπὶ τὸν οἶκον Ἰακὼβ εἰς τοὺς αἰῶνας καὶ τῆς βασιλείας αὐτοῦ οὐκ ἔσται τέλος	
28	1	εἶπεν δὲ Μαριὰμ πρὸς τὸν ἄγγελον πῶς ἔσται τοῦτο ἐπεὶ ἄνδρα οὐ γινώσκω	
29	1	καὶ ἀποκριθεὶς ὁ ἄγγελος εἶπεν αὐτῇ Πνεῦμα Ἅγιον ἐπελεύσεται ἐπὶ σέ καὶ δύναμις Ὑψίστου ἐπισκιάσει σοι διὸ καὶ τὸ γεννώμενον Ἅγιον κληθήσεται Υἱὸς Θεοῦ	
30	1	καὶ ἰδοὺ Ἐλεισάβετ ἡ συγγενίς σου καὶ αὐτὴ συνείληφεν υἱὸν ἐν γήρει αὐτῆς καὶ οὗτος μὴν ἕκτος ἐστὶν αὐτῇ τῇ καλουμένῃ στείρᾳ	
31	1	ὅτι οὐκ ἀδυνατήσει παρὰ τοῦ Θεοῦ πᾶν ῥῆμα	
32	1	εἶπεν δὲ Μαριάμ ἰδοὺ ἡ δούλη Κυρίου γένοιτό μοι κατὰ τὸ ῥῆμά σου	
33	1	καὶ ἀπῆλθεν ἀπ’ αὐτῆς ὁ ἄγγελος	
34	1	ἀναστᾶσα δὲ Μαριὰμ ἐν ταῖς ἡμέραις ταύταις ἐπορεύθη εἰς τὴν ὀρινὴν μετὰ σπουδῆς εἰς πόλιν Ἰούδα καὶ εἰσῆλθεν εἰς τὸν οἶκον Ζαχαρίου καὶ ἠσπάσατο τὴν Ἐλεισάβετ	
35	1	καὶ ἐγένετο ὡς ἤκουσεν τὸν ἀσπασμὸν τῆς Μαρίας ἡ Ἐλεισάβετ ἐσκίρτησεν τὸ βρέφος ἐν τῇ κοιλίᾳ αὐτῆς καὶ ἐπλήσθη Πνεύματος Ἁγίου ἡ Ἐλεισάβετ καὶ ἀνεφώνησεν φωνῇ μεγάλῃ καὶ εἶπεν εὐλογημένη σὺ ἐν γυναιξίν καὶ εὐλογημένος ὁ καρπὸς τῆς κοιλίας σου	
36	1	καὶ πόθεν μοι τοῦτο ἵνα ἔλθῃ ἡ μήτηρ τοῦ Κυρίου μου πρὸς ἐμέ	
37	1	ἰδοὺ γὰρ ὡς ἐγένετο ἡ φωνὴ τοῦ ἀσπασμοῦ σου εἰς τὰ ὦτά μου ἐσκίρτησεν ἐν ἀγαλλιάσει τὸ βρέφος ἐν τῇ κοιλίᾳ μου	
38	1	καὶ μακαρία ἡ πιστεύσασα ὅτι ἔσται τελείωσις τοῖς λελαλημένοις αὐτῇ παρὰ Κυρίου	
39	1	καὶ εἶπεν Μαριάμ μεγαλύνει ἡ ψυχή μου τὸν Κύριον καὶ ἠγαλλίασεν τὸ πνεῦμά μου ἐπὶ τῷ Θεῷ τῷ Σωτῆρί μου	
40	1	ὅτι ἐπέβλεψεν ἐπὶ τὴν ταπείνωσιν τῆς δούλης αὐτοῦ ἰδοὺ γὰρ ἀπὸ τοῦ νῦν μακαριοῦσίν με πᾶσαι αἱ γενεαί	
41	1	ὅτι ἐποίησέν μοι μεγάλα ὁ δυνατός καὶ ἅγιον τὸ ὄνομα αὐτοῦ	
42	1	καὶ τὸ ἔλεος αὐτοῦ εἰς γενεὰς καὶ γενεὰς τοῖς φοβουμένοις αὐτόν	
43	1	ἐποίησεν κράτος ἐν βραχίονι αὐτοῦ διεσκόρπισεν ὑπερηφάνους διανοίᾳ καρδίας αὐτῶν	
44	1	καθεῖλεν δυνάστας ἀπὸ θρόνων καὶ ὕψωσεν ταπεινούς	
45	1	πεινῶντας ἐνέπλησεν ἀγαθῶν καὶ πλουτοῦντας ἐξαπέστειλεν κενούς	
46	1	ἀντελάβετο Ἰσραὴλ παιδὸς αὐτοῦ μνησθῆναι ἐλέους καθὼς ἐλάλησεν πρὸς τοὺς πατέρας ἡμῶν τῷ Ἀβραὰμ καὶ τῷ σπέρματι αὐτοῦ εἰς τὸν αἰῶνα	
47	1	ἔμεινεν δὲ Μαριὰμ σὺν αὐτῇ ὡς μῆνας τρεῖς καὶ ὑπέστρεψεν εἰς τὸν οἶκον αὐτῆς	
48	1	τῇ δὲ Ἐλεισάβετ ἐπλήσθη ὁ χρόνος τοῦ τεκεῖν αὐτήν καὶ ἐγέννησεν υἱόν	
49	1	καὶ ἤκουσαν οἱ περίοικοι καὶ οἱ συγγενεῖς αὐτῆς ὅτι ἐμεγάλυνεν Κύριος τὸ ἔλεος αὐτοῦ μετ’ αὐτῆς καὶ συνέχαιρον αὐτῇ	
50	1	καὶ ἐγένετο ἐν τῇ ἡμέρᾳ τῇ ὀγδόῃ ἦλθον περιτεμεῖν τὸ παιδίον καὶ ἐκάλουν αὐτὸ ἐπὶ τῷ ὀνόματι τοῦ πατρὸς αὐτοῦ Ζαχαρίαν	
51	1	καὶ ἀποκριθεῖσα ἡ μήτηρ αὐτοῦ εἶπεν οὐχί ἀλλὰ κληθήσεται Ἰωάννης	
52	1	καὶ εἶπαν πρὸς αὐτὴν ὅτι οὐδείς ἐστιν ἐκ τῆς συγγενείας σου ὃς καλεῖται τῷ ὀνόματι τούτῳ	
53	1	ἐνένευον δὲ τῷ πατρὶ αὐτοῦ τὸ τί ἂν θέλοι καλεῖσθαι αὐτό	
54	1	καὶ αἰτήσας πινακίδιον ἔγραψεν λέγων Ἰωάννης ἐστὶν ὄνομα αὐτοῦ	
55	1	καὶ ἐθαύμασαν πάντες	
56	1	ἀνεῴχθη δὲ τὸ στόμα αὐτοῦ παραχρῆμα καὶ ἡ γλῶσσα αὐτοῦ καὶ ἐλάλει εὐλογῶν τὸν Θεόν	
57	1	καὶ ἐγένετο ἐπὶ πάντας φόβος τοὺς περιοικοῦντας αὐτούς καὶ ἐν ὅλῃ τῇ ὀρεινῇ τῆς Ἰουδαίας διελαλεῖτο πάντα τὰ ῥήματα ταῦτα	
58	1	καὶ ἔθεντο πάντες οἱ ἀκούσαντες ἐν τῇ καρδίᾳ αὐτῶν λέγοντες τί ἄρα τὸ παιδίον τοῦτο ἔσται	
59	1	καὶ γὰρ χεὶρ Κυρίου ἦν μετ’ αὐτοῦ	
60	1	καὶ Ζαχαρίας ὁ πατὴρ αὐτοῦ ἐπλήσθη Πνεύματος Ἁγίου καὶ ἐπροφήτευσεν λέγων εὐλογητὸς Κύριος ὁ Θεὸς τοῦ Ἰσραήλ ὅτι ἐπεσκέψατο καὶ ἐποίησεν λύτρωσιν τῷ λαῷ αὐτοῦ καὶ ἤγειρεν κέρας σωτηρίας ἡμῖν ἐν οἴκῳ Δαυεὶδ παιδὸς αὐτοῦ καθὼς ἐλάλησεν διὰ στόματος τῶν ἁγίων ἀπ’ αἰῶνος προφητῶν αὐτοῦ σωτηρίαν ἐξ ἐχθρῶν ἡμῶν καὶ ἐκ χειρὸς πάντων τῶν μισούντων ἡμᾶς ποιῆσαι ἔλεος μετὰ τῶν πατέρων ἡμῶν καὶ μνησθῆναι διαθήκης ἁγίας αὐτοῦ ὅρκον ὃν ὤμοσεν πρὸς Ἀβραὰμ τὸν πατέρα ἡμῶν τοῦ δοῦναι ἡμῖν ἀφόβως ἐκ χειρὸς ἐχθρῶν ῥυσθέντας λατρεύειν αὐτῷ ἐν ὁσιότητι καὶ δικαιοσύνῃ ἐνώπιον αὐτοῦ πάσαις ταῖς ἡμέραις ἡμῶν	
61	1	καὶ σὺ δέ παιδίον προφήτης Ὑψίστου κληθήσῃ προπορεύσῃ γὰρ ἐνώπιον Κυρίου ἑτοιμάσαι ὁδοὺς αὐτοῦ τοῦ δοῦναι γνῶσιν σωτηρίας τῷ λαῷ αὐτοῦ ἐν ἀφέσει ἁμαρτιῶν αὐτῶν διὰ σπλάγχνα ἐλέους Θεοῦ ἡμῶν ἐν οἷς ἐπισκέψεται ἡμᾶς ἀνατολὴ ἐξ ὕψους ἐπιφᾶναι τοῖς ἐν σκότει καὶ σκιᾷ θανάτου καθημένοις τοῦ κατευθῦναι τοὺς πόδας ἡμῶν εἰς ὁδὸν εἰρήνης	
62	1	τὸ δὲ παιδίον ηὔξανε καὶ ἐκραταιοῦτο πνεύματι καὶ ἦν ἐν ταῖς ἐρήμοις ἕως ἡμέρας ἀναδείξεως αὐτοῦ πρὸς τὸν Ἰσραήλ	
63	1	ἐγένετο δὲ ἐν ταῖς ἡμέραις ἐκείναις ἐξῆλθεν δόγμα παρὰ Καίσαρος Αὐγούστου ἀπογράφεσθαι πᾶσαν τὴν οἰκουμένην	
64	1	αὕτη ἀπογραφὴ πρώτη ἐγένετο ἡγεμονεύοντος τῆς Συρίας Κυρηνίου	
65	1	καὶ ἐπορεύοντο πάντες ἀπογράφεσθαι ἕκαστος εἰς τὴν ἑαυτοῦ πόλιν	
66	1	ἀνέβη δὲ καὶ Ἰωσὴφ ἀπὸ τῆς Γαλιλαίας ἐκ πόλεως Ναζαρὲθ εἰς τὴν Ἰουδαίαν εἰς πόλιν Δαυεὶδ ἥτις καλεῖται Βηθλέεμ διὰ τὸ εἶναι αὐτὸν ἐξ οἴκου καὶ πατριᾶς Δαυείδ ἀπογράψασθαι σὺν Μαριὰμ τῇ ἐμνηστευμένῃ αὐτῷ οὔσῃ ἐνκύῳ	
67	1	ἐγένετο δὲ ἐν τῷ εἶναι αὐτοὺς ἐκεῖ ἐπλήσθησαν αἱ ἡμέραι τοῦ τεκεῖν αὐτήν	
68	1	καὶ ἔτεκεν τὸν υἱὸν αὐτῆς τὸν πρωτότοκον καὶ ἐσπαργάνωσεν αὐτὸν καὶ ἀνέκλινεν αὐτὸν ἐν φάτνῃ διότι οὐκ ἦν αὐτοῖς τόπος ἐν τῷ καταλύματι	
69	1	καὶ ποιμένες ἦσαν	Et des-bergers étaient
69	2	ἐν	dans
69	3	τῇ αὐτῇ	cette
69	4	τῇ χώρᾳ	région,
69	5	ἀγραυλοῦντες	passant la nuit dans les champs,
69	6	καὶ φυλάσσοντες	et veillant
69	7	ἐπὶ τὴν ποίμνην αὐτῶν	sur le troupeau d'eux
69	8	φυλακὰς τῆς νυκτὸς	les-veilles de-la nuit.
70	1	καὶ ἄγγελος Κυρίου	Et un-ange du-Seigneur
70	2	ἐπέστη αὐτοῖς	se-présenta à-eux,
70	3	καὶ δόξα Κυρίου	et la-gloire du-Seigneur
70	4	περιέλαμψεν αὐτούς	brilla-autour-d' eux
70	5	καὶ ἐφοβήθησαν	et ils-craignirent
70	6	φόβον μέγαν	*d'* une-grande crainte.
71	1	καὶ ὁ ἄγγελος	Et l'ange
71	2	εἶπεν αὐτοῖς	dit à-eux :
71	3	μὴ φοβεῖσθε	« Ne craignez pas :
71	4	ἰδοὺ	voici,
71	5	γὰρ εὐαγγελίζομαι ὑμῖν	car j'annonce-une-bonne-nouvelle à-vous
71	6	μεγάλην χαρὰν	une-joie grande
71	7	ἥτις ἔσται παντὶ τῷ λαῷ ὅτι	qui sera pour-tout le peuple :
71	8	σήμερον Σωτὴρ	aujourd'hui un-Sauveur
71	9	ἐτέχθη ὑμῖν	a-été-enfanté pour-vous,
71	10	ὅς ἐστιν Χριστὸς	qui est Messie,
71	11	Κύριος	Seigneur,
71	12	ἐν πόλει Δαυείδ	dans la-ville de-David.
72	1	καὶ τοῦτο	Et ceci
72	2	τὸ σημεῖον ὑμῖν	*sera* le signe pour-vous :
72	3	εὑρήσετε βρέφος	vous-trouverez un-nourrisson
72	4	ἐσπαργανωμένον	emmaillotté,
72	5	καὶ κείμενον	et couché
72	6	ἐν φάτνῃ	dans une-mangeoire. »
73	1	καὶ ἐξαίφνης	Et aussitôt
73	2	ἐγένετο	il y eut
73	3	σὺν τῷ ἀγγέλῳ	avec l'ange
73	4	πλῆθος στρατιᾶς οὐρανίου	une-multitude de-l'armée céleste
73	5	αἰνούντων τὸν Θεὸν	louant Dieu
73	6	καὶ λεγόντων	et disant :
73	7	ἐν ὑψίστοις	« Dans les-lieux-très-hauts
73	8	δόξα Θεῷ	gloire à-Dieu,
73	9	καὶ	et
73	10	ἐπὶ γῆς	sur terre,
73	11	εἰρήνη ἐν ἀνθρώποις εὐδοκίας	paix aux hommes de-bienveillance ! »
74	1	καὶ ἐγένετο	Et il arriva *que*
74	2	ὡς οἱ ἄγγελοι	comme les anges
74	3	ἀπῆλθον ἀπ’ αὐτῶν	partirent loin d'eux
74	4	εἰς τὸν οὐρανὸν	vers le ciel,
74	5	οἱ ποιμένες ἐλάλουν	les bergers disaient
74	6	πρὸς ἀλλήλους	les uns aux autres :
74	7	διέλθωμεν δὴ	« Allons donc
74	8	ἕως Βηθλέεμ	jusqu'à Bethléhem,
74	9	καὶ ἴδωμεν	et voyons
74	10	τοῦτο τὸ ῥῆμα	cette chose
74	11	τὸ γεγονὸς	celle étant-arrivée,
74	12	ὃ ὁ Κύριος	que le Seigneur
74	13	ἐγνώρισεν ἡμῖν	a-fait-connaître à nous. »
75	1	καὶ ἦλθον	Et ils allèrent,
75	2	σπεύσαντες	en se pressant,
75	3	καὶ ἀνεῦρον	et ils-finirent-par-trouver
75	4	τήν Μαριὰμ	Marie
75	5	τε καὶ τὸν Ἰωσὴφ	et aussi Joseph,
75	6	καὶ τὸ βρέφος	et le nourrisson,
75	7	κείμενον	couché
75	8	ἐν τῇ φάτνῃ	dans une mangeoire.
76	1	δὲ ἰδόντες	Or, voyant,
76	2	ἐγνώρισαν	ils firent connaître 
76	3	περὶ τοῦ ῥήματος	au-sujet-de la chose
76	4	τοῦ λαληθέντος αὐτοῖς	ayant-été-dite à-eux
76	5	περὶ τούτου τοῦ παιδίου	au-sujet-de ce petit-enfant.
77	1	καὶ πάντες οἱ ἀκούσαντες	Et tous ceux écoutant,
77	2	ἐθαύμασαν	s'étonnèrent
77	3	περὶ τῶν λαληθέντων	au-sujet des choses-étant-dites
77	4	πρὸς αὐτούς	à eux
77	5	ὑπὸ τῶν ποιμένων	par les bergers.
78	1	δὲ ἡ Μαρία	Quant-à Marie
78	2	συνετήρει	elle conservait soigneusement
78	3	πάντα ταῦτα τὰ ῥήματα	toutes ces choses,
78	4	συμβάλλουσα	évaluant
78	5	ἐν τῇ καρδίᾳ αὐτῆς	dans le cœur d'elle.
79	1	καὶ οἱ ποιμένες ὑπέστρεψαν	Et les bergers repartirent,
79	2	δοξάζοντες	glorifiant
79	3	καὶ αἰνοῦντες τὸν Θεὸν	et louant Dieu
79	4	ἐπὶ πᾶσιν	pour tout-ce
79	5	οἷς ἤκουσαν	qu' ils-avaient-entendu
79	6	καὶ εἶδον	et vu,
79	7	καθὼς ἐλαλήθη	comme il-avait-été-dit
79	8	πρὸς αὐτούς	à eux.
80	1	καὶ ὅτε ἐπλήσθησαν ἡμέραι ὀκτὼ τοῦ περιτεμεῖν αὐτόν καὶ ἐκλήθη τὸ ὄνομα αὐτοῦ Ἰησοῦς τὸ κληθὲν ὑπὸ τοῦ ἀγγέλου πρὸ τοῦ συνλημφθῆναι αὐτὸν ἐν τῇ κοιλίᾳ	
81	1	καὶ ὅτε ἐπλήσθησαν αἱ ἡμέραι τοῦ καθαρισμοῦ αὐτῶν κατὰ τὸν νόμον Μωϋσέως ἀνήγαγον αὐτὸν εἰς Ἱεροσόλυμα παραστῆσαι τῷ Κυρίῳ καθὼς γέγραπται ἐν νόμῳ Κυρίου ὅτι πᾶν ἄρσεν διανοῖγον μήτραν ἅγιον τῷ Κυρίῳ κληθήσεται καὶ τοῦ δοῦναι θυσίαν κατὰ τὸ εἰρημένον ἐν τῷ νόμῳ Κυρίου ζεῦγος τρυγόνων ἢ δύο νοσσοὺς περιστερῶν	
82	1	καὶ ἰδοὺ ἄνθρωπος ἦν ἐν Ἰερουσαλὴμ ᾧ ὄνομα Συμεών καὶ ὁ ἄνθρωπος οὗτος δίκαιος καὶ εὐλαβής προσδεχόμενος παράκλησιν τοῦ Ἰσραήλ καὶ Πνεῦμα ἦν Ἅγιον ἐπ’ αὐτόν	
83	1	καὶ ἦν αὐτῷ κεχρηματισμένον ὑπὸ τοῦ Πνεύματος τοῦ Ἁγίου μὴ ἰδεῖν θάνατον πρὶν ἂν ἴδῃ τὸν Χριστὸν Κυρίου	
84	1	καὶ ἦλθεν ἐν τῷ Πνεύματι εἰς τὸ ἱερόν καὶ ἐν τῷ εἰσαγαγεῖν τοὺς γονεῖς τὸ παιδίον Ἰησοῦν τοῦ ποιῆσαι αὐτοὺς κατὰ τὸ εἰθισμένον τοῦ νόμου περὶ αὐτοῦ καὶ αὐτὸς ἐδέξατο αὐτὸ εἰς τὰς ἀγκάλας καὶ εὐλόγησεν τὸν Θεὸν καὶ εἶπεν νῦν ἀπολύεις τὸν δοῦλόν σου Δέσποτα κατὰ τὸ ῥῆμά σου ἐν εἰρήνῃ ὅτι εἶδον οἱ ὀφθαλμοί μου τὸ σωτήριόν σου ὃ ἡτοίμασας κατὰ πρόσωπον πάντων τῶν λαῶν φῶς εἰς ἀποκάλυψιν ἐθνῶν καὶ δόξαν λαοῦ σου Ἰσραήλ	
85	1	καὶ ἦν ὁ πατὴρ αὐτοῦ καὶ ἡ μήτηρ θαυμάζοντες ἐπὶ τοῖς λαλουμένοις περὶ αὐτοῦ	
86	1	καὶ εὐλόγησεν αὐτοὺς Συμεὼν καὶ εἶπεν πρὸς Μαριὰμ τὴν μητέρα αὐτοῦ ἰδοὺ οὗτος κεῖται εἰς πτῶσιν καὶ ἀνάστασιν πολλῶν ἐν τῷ Ἰσραὴλ καὶ εἰς σημεῖον ἀντιλεγόμενον καὶ σοῦ δὲ αὐτῆς τὴν ψυχὴν διελεύσεται ῥομφαία ὅπως ἂν ἀποκαλυφθῶσιν ἐκ πολλῶν καρδιῶν διαλογισμοί	
87	1	καὶ ἦν Ἅννα προφῆτις θυγάτηρ Φανουήλ ἐκ φυλῆς Ἀσήρ αὕτη προβεβηκυῖα ἐν ἡμέραις πολλαῖς ζήσασα μετὰ ἀνδρὸς ἔτη ἑπτὰ ἀπὸ τῆς παρθενίας αὐτῆς καὶ αὐτὴ χήρα ἕως ἐτῶν ὀγδοήκοντα τεσσάρων ἣ οὐκ ἀφίστατο τοῦ ἱεροῦ νηστείαις καὶ δεήσεσιν λατρεύουσα νύκτα καὶ ἡμέραν	
88	1	καὶ αὐτῇ τῇ ὥρᾳ ἐπιστᾶσα ἀνθωμολογεῖτο τῷ Θεῷ καὶ ἐλάλει περὶ αὐτοῦ πᾶσιν τοῖς προσδεχομένοις λύτρωσιν Ἰερουσαλήμ	
89	1	καὶ ὡς ἐτέλεσαν πάντα τὰ κατὰ τὸν νόμον Κυρίου ἐπέστρεψαν εἰς τὴν Γαλιλαίαν εἰς πόλιν ἑαυτῶν Ναζαρέτ	
90	1	τὸ δὲ παιδίον ηὔξανεν καὶ ἐκραταιοῦτο πληρούμενον σοφίᾳ καὶ χάρις Θεοῦ ἦν ἐπ’ αὐτό	
91	1	καὶ ἐπορεύοντο οἱ γονεῖς αὐτοῦ κατ’ ἔτος εἰς Ἰερουσαλὴμ τῇ ἑορτῇ τοῦ Πάσχα	
92	1	καὶ ὅτε ἐγένετο ἐτῶν δώδεκα ἀναβαινόντων αὐτῶν κατὰ τὸ ἔθος τῆς ἑορτῆς καὶ τελειωσάντων τὰς ἡμέρας ἐν τῷ ὑποστρέφειν αὐτοὺς ὑπέμεινεν Ἰησοῦς ὁ παῖς ἐν Ἰερουσαλήμ καὶ οὐκ ἔγνωσαν οἱ γονεῖς αὐτοῦ	
93	1	νομίσαντες δὲ αὐτὸν εἶναι ἐν τῇ συνοδίᾳ ἦλθον ἡμέρας ὁδὸν καὶ ἀνεζήτουν αὐτὸν ἐν τοῖς συγγενεῦσιν καὶ τοῖς γνωστοῖς καὶ μὴ εὑρόντες ὑπέστρεψαν εἰς Ἰερουσαλὴμ ἀναζητοῦντες αὐτόν	
94	1	καὶ ἐγένετο μετὰ ἡμέρας τρεῖς εὗρον αὐτὸν ἐν τῷ ἱερῷ καθεζόμενον ἐν μέσῳ τῶν διδασκάλων καὶ ἀκούοντα αὐτῶν καὶ ἐπερωτῶντα αὐτούς	
95	1	ἐξίσταντο δὲ πάντες οἱ ἀκούοντες αὐτοῦ ἐπὶ τῇ συνέσει καὶ ταῖς ἀποκρίσεσιν αὐτοῦ	
96	1	καὶ ἰδόντες αὐτὸν ἐξεπλάγησαν καὶ εἶπεν πρὸς αὐτὸν ἡ μήτηρ αὐτοῦ τέκνον τί ἐποίησας ἡμῖν οὕτως	
97	1	ἰδοὺ ὁ πατήρ σου κἀγὼ ὀδυνώμενοι ζητοῦμεν σε	
98	1	καὶ εἶπεν πρὸς αὐτούς τί ὅτι ἐζητεῖτέ με	
99	1	οὐκ ᾔδειτε ὅτι ἐν τοῖς τοῦ πατρός μου δεῖ εἶναί με	
100	1	καὶ αὐτοὶ οὐ συνῆκαν τὸ ῥῆμα ὃ ἐλάλησεν αὐτοῖς	
101	1	καὶ κατέβη μετ’ αὐτῶν καὶ ἦλθεν εἰς Ναζαρὲτ καὶ ἦν ὑποτασσόμενος αὐτοῖς	
102	1	καὶ ἡ μήτηρ αὐτοῦ διετήρει πάντα τὰ ῥήματα ἐν τῇ καρδίᾳ αὐτῆς	
