PHP	front	intro	pv9j	PHP_front_intro_pv9j		# Introduction to Philippians\n\n## Part 1: General Introduction\n\n### Outline of the book of Philippians\n\n1. Greeting, thanksgiving and prayer (1:1–11)\n2. Paul’s report on his ministry (1:12–26)\n3. Instructions\n    * To be steadfast (1:27–30)\n    * To be united (2:1–2)\n    * To be humble (2:3–11)\n    * To work out our salvation with God working in you (2:12–13)\n    * To be innocent, and shining as light (2:14–18)\n4. Timothy and Epaphroditus (2:19–30)\n5. Warning about false teachers (3:1–4:1)\n6. Personal instruction (4:2–5)\n7. Rejoice and do not be anxious (4:4–6)\n8. Final remarks\n    * Values (4:8–9)\n    * Contentment (4:10–20)\n    * Final Greetings (4:21–23)\n\n### Who wrote the book of Philippians?\n\nPaul wrote Philippians. Paul was from the city of Tarsus. He had been known as Saul in his early life. Before becoming a Christian, Paul was a Pharisee. He persecuted Christians. After he became a Christian, he traveled several times throughout the Roman Empire telling people about Jesus.\n\nPaul wrote this letter while in prison in Rome.\n\n### What is the book of Philippians about?\n\nPaul wrote this letter to the believers in Philippi, a city in Macedonia. He wrote it to thank the Philippians for the gift they had sent him. He wanted to tell them how he was doing in prison and to encourage them to rejoice, even if they were suffering. He also wrote to them about a man named Epaphroditus, the one who brought the gift to Paul. While visiting Paul, Epaphroditus became ill, so Paul decided to send him back to Philippi. Paul encouraged the believers in Philippi to welcome him and to be kind to Epaphroditus when he returned.\n\n### How should the title of this book be translated?\n\nTranslators may choose to call this book by its traditional title, “Philippians.” Or they may choose a clearer title, such as “Paul’s Letter to the Church in Philippi,” or “A Letter to the Christians in Philippi.” (See: [[rc://*/ta/man/translate/translate-names]])\n\n## Part 2: Important Religious and Cultural Concepts\n\n### What was the city of Philippi like?\n\nPhilip, the father of Alexander the Great, founded Philippi in the region of Macedonia. This meant that the citizens of Philippi were also considered citizens of Rome. The people of Philippi were proud of being citizens of Rome. But Paul tells the believers that it is much more important that they are citizens of heaven (3:20).\n\n## Part 3: Important Translation Issues\n\n### Singular and plural “you”\n\nIn this book, the word “I” refers to Paul. The words “you” and “your” always refer to the believers in Philippi, except for one time in 4:3. (See: [[rc://*/ta/man/translate/figs-you]])\n\n### Who were the “enemies of the cross of Christ” (3:18) in this letter?\n\nThe “enemies of the cross of Christ” were probably people who called themselves believers, but they did not obey God’s commands. They thought that freedom in Christ meant that believers could do whatever they desired, and God would not punish them (3:19).\n\n### Why were the words “joy” and “rejoice” frequently used in this letter?\n\nPaul was in prison when he wrote this letter (1:7). Even though he suffered, Paul said many times that he was joyful because God had been kind to him through Jesus Christ. He wanted to encourage his readers to have the same trust in Jesus Christ.\n\n### What does Paul mean by the expressions “in Christ,” or “in the Lord,” etc.?\n\nThese kinds of expressions occur in 1:1, 8, 13, 14, 26, 27; 2:1, 5, 19, 24, 29; 3:1, 3, 9, 14; 4:1, 2, 4, 7, 10, 13, 19, 21. Paul meant to express the idea of a very close union with Christ and the believers. See the introduction to the book of Romans for more details about this kind of expression.\n\n### What are the major issues in the text of the book of Philippians?\n\nSome versions have “Amen” at the end of the final verse in the letter (4:23). The ULT, UST, and some modern versions include it, but many other versions do not. (See: [[rc://*/ta/man/translate/translate-textvariants]])
PHP	1	5	yi9l	PHP_1_5_yi9l	τῇ κοινωνίᾳ ὑμῶν εἰς τὸ εὐαγγέλιον	Here, **your fellowship in the gospel** refers to the Philippians’ partnering with Paul in the various things involved in spreading the gospel. This includes gifts of money that they sent to Paul (See: [4:15–18](../04/15.md)). If it would be clearer in your language, you could state this more explicitly. Alternate translation: “your participation with me in advancing the gospel” or “your partnership with me in working to spread the good news about Jesus”
PHP	1	5	vi1r	PHP_1_5_vi1r	ἀπὸ τῆς πρώτης ἡμέρας	The phrase **from the first day** refers to the time at which the Philippian believers first believed the gospel that Paul preached to them. This may also have been the first day that Paul preached in Philippi. Alternate translation: “from the time you first heard and believed the gospel that I preached”
PHP	1	5	d8hi	PHP_1_5_d8hi	ἄχρι τοῦ νῦν	The phrase **until now** does not mean that the Philippian believers have now stopped partnering with Paul. Rather, it means that they are still partnering with Paul. Alternate translation: “that we are still sharing now”
PHP	1	6	s1l8	PHP_1_6_s1l8	πεποιθὼς αὐτὸ τοῦτο	The phrase **having been persuaded** indicates a reason that Paul thanks God. If it would be clearer in your language, you could state that explicitly. Alternate translation: “I thank God because I am confident of this very thing”
PHP	1	6	jf4x	PHP_1_6_jf4x	ὁ ἐναρξάμενος ἐν ὑμῖν ἔργον ἀγαθὸν, ἐπιτελέσει	Here, **the one** refers to God. If it would be clearer in your language, you could state that explicitly. Alternate translation: “that God, having begun a good work in you, will perfect it”
PHP	1	6	u80a	PHP_1_6_u80a	ὅτι ὁ ἐναρξάμενος ἐν ὑμῖν ἔργον ἀγαθὸν	The phrase **a good work in you** refers to both the initial conversion of the Philippian Christians and to God’s ongoing work in their lives through the Holy Spirit. If it would be clearer in your language, you could state that explicitly. Alternate translation: “that God, having begun his good work in you through your conversion and continuing it through the work of the Holy Spirit”
PHP	1	6	qhmh	PHP_1_6_qhmh	ὑμῖν	See how you translated the word **you** in [Philippians 1:2](../01/02.md).
PHP	1	6	p2a5	PHP_1_6_p2a5	ἐπιτελέσει	Here, **will perfect {it}** means that God would bring to completion the work which he began in the lives of the Philippian believers at their conversion and which he was continuing to do. If it would be clearer in your language, you could express this explicitly.
PHP	1	6	p5pu	PHP_1_6_p5pu	ἡμέρας Χριστοῦ Ἰησοῦ	The phrase **the day of Jesus Christ** refers to the time in the future when Jesus Christ will return to judge the world and save those who believe in him. If it would be clearer in your language, you could state that explicitly. Alternate translation: “the time when Jesus Christ returns”
PHP	1	7	sowf	PHP_1_7_sowf	τὸ ἔχειν με ἐν τῇ καρδίᾳ ὑμᾶς	The phrase, **I have you in my heart** is an idiom which expresses strong affection. If you have an equivalent expression which adequately communicates the meaning, you may use it here. If not, you could state this using plain language. Alternate translation: “I love you very much”
PHP	1	7	jn2s	PHP_1_7_jn2s	συνκοινωνούς μου τῆς χάριτος & ὄντας	Alternate translation: “sharing in grace with me”
PHP	1	7	df00	PHP_1_7_df00	χάριτος	Here, **grace** refers to the way that God kindly gives us good things that we do not deserve. If it would be clearer in your language, you could express the idea behind the abstract noun **grace** with a verb or adjective. In this context, Paul considers both his imprisonment and his ministry of defending and confirming the gospel to be gifts from God. Alternate translation: “of God’s gracious gift” or “in experiencing how kind God is”
PHP	1	7	o7ef	PHP_1_7_o7ef	δεσμοῖς μου	Paul refers to his imprisonment in Rome by using the phrase **my chains**. Paul was chained to a guard and the Philippian Christians would have understood that Paul was referring to his imprisonment when he used the phrase **my chains** because of the close association between **chains** and being in prison. If this association is not clear in your language, you could use an equivalent expression or use plain language. Alternate translation: “my imprisonment”
PHP	1	7	wey7	PHP_1_7_wey7	καὶ ἐν τῇ ἀπολογίᾳ καὶ βεβαιώσει τοῦ εὐαγγελίου	The words translated **defense** and **confirmation** could be used to refer to defending and confirming in a court of law the truth of something against which a charge was made. These two words mean very similar things. The repetition is used to emphasize that this is hard work. If your language has one word for these ideas, use that here and add emphasis another way. If there is a word or phrase that could be used with this legal sense but could also be used in the context of defending the gospel, consider using it here. Alternate translation: “and as I contend for the truth of the gospel” or “and as I labor to show people that the gospel is true”
PHP	1	8	xun1	PHP_1_8_xun1	ἐν σπλάγχνοις Χριστοῦ Ἰησοῦ	The Greek word translated as **inner parts** is a term which refers to body organs, particularly to the intestines, liver, lungs, and heart. Paul is using **inner parts** to refer to love or affection. You can use the body part that represents the seat of affection in your language, or translate the plain meaning. Alternate translation: “with the heart of Christ Jesus” or “with the affection of Christ Jesus”
PHP	1	8	bo0r	PHP_1_8_bo0r	ἐν σπλάγχνοις Χριστοῦ Ἰησοῦ	Here, **the inner parts of Christ Jesus** could mean: (1) the same kind of love as Christ Jesus gives to people. (2) love that originates with Christ Jesus. Alternate translation: “with love that comes from Christ Jesus”
PHP	1	9	jlyu	PHP_1_9_jlyu	ἵνα ἡ ἀγάπη ὑμῶν ἔτι μᾶλλον καὶ μᾶλλον περισσεύῃ	If it would be clearer in your language, you could express the idea behind the abstract noun **love** with the verb form. Alternate translation: “that you will be able to love others more and more abundantly”
PHP	1	9	f4q5	PHP_1_9_f4q5	ὑμῶν	See how you translated the word **your** in [Philippians 1:5](../01/05.md).
PHP	1	9	tbtt	PHP_1_9_tbtt	ἐν ἐπιγνώσει καὶ πάσῃ αἰσθήσει	If it would be clearer in your language, you could express the idea behind the abstract nouns **knowledge** and **understanding** with verb phrases. Alternate translation: “and that God will enable you to see the truth about Him and teach you to love wisely”
PHP	1	10	e17g	PHP_1_10_e17g	εἰς τὸ δοκιμάζειν ὑμᾶς τὰ διαφέροντα	The word **{what}** here refers to that which a person does, and the word **excels** here refers to something that is best, according to God. If it would be clearer in your language, you could state these things explicitly. Alternate translation: “so that you may approve and choose to do what pleases God the most”
PHP	1	10	ybw6	PHP_1_10_ybw6	εἰς	Here, the phrase **so that** shows that what follows this phrase is the desired result of Paul’s prayer in verse nine. Consider using a connecting word or phrase that will clearly show that what follows it is the desired result of what Paul prayed in verse nine.
PHP	1	10	siv8	PHP_1_10_siv8	εἰλικρινεῖς καὶ ἀπρόσκοποι	The words **pure** and **blameless** have very similar meanings. Paul uses these two words together to emphasize the idea of moral purity. If it would be clearer in your language, you could combine these two words and translate them as one idea. Alternate translation: “completely innocent”
PHP	1	11	lu5n	PHP_1_11_lu5n	πεπληρωμένοι καρπὸν δικαιοσύνης τὸν	Here, the phrase **being filled with** is a metaphor meaning to be occupied in doing something. The phrase **the fruit of righteousness** is a metaphor which refers to what characterizes a person, namely what a person produces. This metaphor is a comparison between a good tree that produces good fruit and a person who is filled with righteousness and produces good actions as a result. So with these two metaphors, Paul is telling the Philippians to be occupied in doing righteous deeds. If this would be unclear in your language, you could state this plainly. Alternate translation: “filling your lives with the righteous deeds that are” or “habitually doing the good works that are”
PHP	1	11	t3w4	PHP_1_11_t3w4	πεπληρωμένοι	The phrase **being filled with** is a passive form. If it would be more natural in your language, you could express this with an active form. Alternate translation: “letting God fill you with” or “continually producing”
PHP	1	11	yq99	PHP_1_11_yq99	τὸν διὰ Ἰησοῦ Χριστοῦ	Here, the phrase **through Christ Jesus** is a metaphor meaning that Christ Jesus is the one who makes it possible for a person to be righteous and thus to do the things that a righteous person does. Alternate translation: “that Christ Jesus produces in you” or “that Christ Jesus enables you to produce”
PHP	1	11	jwgb	PHP_1_11_jwgb	εἰς δόξαν καὶ ἔπαινον Θεοῦ	If it would be clearer in your language, you could express the idea behind the abstract nouns **glory** and **praise** with verbs. Alternate translation: “which will cause people to glorify and praise God”
PHP	1	11	mfs6	PHP_1_11_mfs6	εἰς δόξαν καὶ ἔπαινον Θεοῦ	The words **glory** and **praise** mean very similar things here. They are used together to emphasize how much people will praise God. If you have one word for this in your language, you could use it here and show emphasis another way. Alternate translation: “which will cause people to greatly praise God” or “which will cause people to declare how great God is”
PHP	1	12	tu2t	PHP_1_12_tu2t	ἀδελφοί	Although the term **brothers** is masculine, Paul is using the word here in a spiritual sense to include both men and women who believe in Jesus. Alternate translation: “brothers and sisters”
PHP	1	12	ygt3	PHP_1_12_ygt3	ἀδελφοί	Paul is using the term **brothers** here to refer to anyone who is a fellow believer in Jesus. If this is not clear in your language, you could express this plainly. Alternative translation, “my companions who believe in Jesus”
PHP	1	12	zy4g	PHP_1_12_zy4g	τὰ κατ’ ἐμὲ	The phrase **the things concerning me** refers to Paul’s imprisonment. If it would be clearer in your language, you could state this explicitly. Alternate translation: “the things I have suffered because I was put into prison for preaching about Jesus”
PHP	1	12	q288	PHP_1_12_q288	μᾶλλον εἰς προκοπὴν τοῦ εὐαγγελίου ἐλήλυθεν	The phrase **advancement of the gospel** refers to an increasing number of people hearing and believing the gospel. Alternate translation: “have actually caused more people to hear the gospel”
PHP	1	13	wi6n	PHP_1_13_wi6n	ὥστε	Here, the phrase **As a result** shows that what follows this phrase is the result of Paul’s circumstances which he began discussing in verse 12, namely, his imprisonment. Consider using a connecting word or phrase that will clearly show that what follows it is the result of Paul’s imprisonment.
PHP	1	13	h1ly	PHP_1_13_h1ly	δεσμούς μου	Paul again refers to his imprisonment in a figurative way by using the phrase **my chains**. See how you translated this phrase in [1:7](../01/07.md).
PHP	1	13	f8az	PHP_1_13_f8az	τοὺς δεσμούς μου & ἐν Χριστῷ	Here, the phrase **my chains in Christ** means that Paul is imprisoned because of his work for the cause of Christ. If it would be clearer in your language, you could state that explicitly. Alternate translation: “my chains for the sake of Christ” or “my chains because I teach people about Christ” or “my chains for the cause of Christ”
PHP	1	14	a1kh	PHP_1_14_a1kh	τῶν ἀδελφῶν	See how you translated **brothers** in the previous verse [1:12](../01/12.md).
PHP	1	14	eurs	PHP_1_14_eurs	τῶν ἀδελφῶν	Paul is using the term **brothers** here to refer to anyone who is a fellow believer in Jesus. If this is not clear in your language, you could express this plainly. Alternative translation, “my companions who believe in Jesus”
PHP	1	14	sz29	PHP_1_14_sz29	ἐν Κυρίῳ πεποιθότας τοῖς δεσμοῖς μου	The phrase **encouraged in the Lord** means that the Philippian Christians had grown in their trust of the Lord because of Paul’s imprisonment. Alternate translation: “trust the Lord more because of my chains” or “have received more courage from the Lord as a result of my imprisonment”
PHP	1	14	k4tm	PHP_1_14_k4tm	καὶ τοὺς πλείονας τῶν ἀδελφῶν ἐν Κυρίῳ πεποιθότας τοῖς δεσμοῖς μου	If it would be more natural in your language, you could express this with an active form, and you could state who or what caused the action. Alternate translation: “The Lord has encouraged most of the brothers because of my chains” or “My chains have given most of the brothers more trust in the Lord”
PHP	1	14	ecy8	PHP_1_14_ecy8	δεσμοῖς μου	Paul is referring to his imprisonment by mentioning one part of it: the chains that bound his feet and hands. If this is unclear in your language, you could mention the imprisonment directly. See how you translated the phrase **my chains** in [1:7](../01/07.md) and [1:13](../01/13.md). Alternate translation: “because of my imprisonment”
PHP	1	14	v2wo	PHP_1_14_v2wo	τὸν λόγον	Here, **the word** refers to the message from God about Jesus. If it would be clearer in your language, consider stating this explicitly. Alternate translation: “the gospel” or “the good news” or “God’s message”
PHP	1	15	sa9n	PHP_1_15_sa9n	Some indeed even proclaim Christ	Beginning in this verse, and extending to the end of [1:17](../01/17.md), Paul uses a poetic device called chiasm that could be confusing in some languages. You may need to reorder certain things in [1:15–17](../01/15.md) if it would be more natural in your language. See the UST.
PHP	1	15	vw1s	PHP_1_15_vw1s	τινὲς μὲν καὶ & τὸν Χριστὸν κηρύσσουσιν	Alternate translation: “Some people are preaching the good news about Jesus”
PHP	1	15	z9y9	PHP_1_15_z9y9	διὰ φθόνον καὶ ἔριν	If it would be clearer in your language, you could express the idea behind the abstract nouns **envy** and **strife** by using them in a verbal phrase. Alternate translation: “because they are envious and seek their own evil purposes”
PHP	1	15	yh1c	PHP_1_15_yh1c	εὐδοκίαν	If it would be clearer in your language, you could express the idea behind the abstract noun **goodwill** by using it in a verbal phrase. Alternate translation: “their desire that others would know Jesus Christ”
PHP	1	16	w0b8	PHP_1_16_w0b8	ἐξ ἀγάπης	Here the object of the word **love** is not specified. You can leave the object of **love** unspecified or, if it is needed in your language, you may specify the object of **love**. Here, the word **love** could refer to: (1) love for Paul. Alternate translation: “because of their love for me” (2) love for Christ. Alternate translation: “The ones who proclaim the good news because they love Christ” (3) love for multiple objects, such as Paul and Christ and those who have not yet heard or believed in the gospel. Alternate translation: “The ones who proclaim the good news because of their love for me, and Jesus, and those who do not believe”
PHP	1	16	ttr2	PHP_1_16_ttr2	κεῖμαι	You could state the phrase **I am appointed** in active form. Alternate translation: “God appointed me”
PHP	1	16	st7k	PHP_1_16_st7k	εἰς ἀπολογίαν τοῦ εὐαγγελίου	Paul is speaking of the gospel as though it were a place or person that could be attacked. If this is confusing in your language, you can use plain language. See how you translated “defense and confirmation of the gospel” in [1:7](../01/07.md). Alternate translation: “to prove that the message about Jesus is true”
PHP	1	16	ia9l	PHP_1_16_ia9l	εἰς ἀπολογίαν τοῦ εὐαγγελίου κεῖμαι	The phrase **I am appointed** could refer to: (1) God appointing Paul’s current situation of being in prison. Alternate translation: “I am assigned to be here for the defense of the gospel” (2) God appointing Paul to the ministry of defending the gospel. Alternate translation: “God has delegated me to the ministry of publicly defending the truth of the good news”
PHP	1	16	vnfl	PHP_1_16_vnfl	ἀπολογίαν τοῦ εὐαγγελίου	See how you translated the phrase “defense and confirmation of the gospel” in [1:7](../01/07.md).
PHP	1	17	sgss	PHP_1_17_sgss	οἱ δὲ ἐξ ἐριθείας τὸν Χριστὸν καταγγέλλουσιν	If it would be clearer in your language, you could express the idea behind the abstract noun **ambition** with a verbal phrase. Alternate translation: “but they proclaim Christ only to make themselves seem important”
PHP	1	17	j333	PHP_1_17_j333	οὐχ ἁγνῶς	Alternate translation: “with wrong motives” or “from wrong motives”
PHP	1	17	z8ty	PHP_1_17_z8ty	τοῖς δεσμοῖς μου	Paul is referring to his imprisonment by mentioning one part of it: the chains that bound his feet and hands. If this is unclear in your language, you could mention the imprisonment directly. See how you translated the phrase **my chains** in [1:7](../01/07.md) and [1:13](../01/13.md). Alternate translation: “because of my imprisonment”
PHP	1	17	tc1u	PHP_1_17_tc1u	οἰόμενοι θλῖψιν ἐγείρειν τοῖς δεσμοῖς μου	If it would be clearer in your language, you could state how the selfish preachers suppose that they are causing trouble to Paul. You could also start a new sentence here. Alternate translation: “They hope to cause me trouble in my imprisonment by their preaching”
PHP	1	18	dc7l	PHP_1_18_dc7l	τί γάρ	The phrase **What then?** is a rhetorical question. If using a rhetorical question would be confusing in your language, consider expressing the meaning of this rhetorical question by changing it into a statement. Alternate translation: “But that does not matter!”
PHP	1	18	z5ia	PHP_1_18_z5ia	τί γάρ	In the rhetorical question **What then?**, Paul leaves out some words that might be necessary in some languages. If you want to use a rhetorical question here, you may want to add the words which are implied but not stated. This could be done in two ways: (1) as a rhetorical question which expects a negative answer. Alternate translation: “What does it matter what their motives are?” or “So what difference does it make?” (2) as a phrase that focuses on the result. Alternate translation: “What then is the result of this?”
PHP	1	18	sw24	PHP_1_18_sw24	Χριστὸς καταγγέλλεται	You can express the meaning of the passive form **is proclaimed** with an active form. Alternate translation: “we all proclaim Christ”
PHP	1	19	saze	PHP_1_19_saze	τοῦτό	Here, the word **this** refers to Paul’s current situation of being in prison and the things that accompanied it. If it would be helpful to your readers, you could express this explicitly. Alternate translation: “my imprisonment” or “my current condition in prison”
PHP	1	19	h9hf	PHP_1_19_h9hf	οἶδα γὰρ ὅτι τοῦτό μοι ἀποβήσεται εἰς σωτηρίαν	If it would be clearer in your language, you could express the meaning behind the abstract noun **deliverance** by using a verbal phrase. You could also say who does the action, if necessary. Alternate translation: “for I know that this will result in God delivering me”
PHP	1	19	zr2k	PHP_1_19_zr2k	ἐπιχορηγίας τοῦ Πνεύματος Ἰησοῦ Χριστοῦ	If it would be clearer in your language, you could express the meaning behind the abstract noun **provision** by using a verbal phrase. You could also say who does the action, if necessary. Alternate translation: “by God providing to me the Spirit of Jesus Christ”
PHP	1	20	fh48	PHP_1_20_fh48	ἀποκαραδοκίαν καὶ ἐλπίδα	Both **eager expectation** and **hope** have similar meanings and together express a single idea. Paul uses these two words together to emphasize the strength of his expectation. If you have a single word or phrase in your language which expresses the meaning of these two words, consider using that to express the strength of the hope in another way. Alternate translation: “sincere expectation” or “sure hope”
PHP	1	20	tk7l	PHP_1_20_tk7l	κατὰ τὴν ἀποκαραδοκίαν καὶ ἐλπίδα μου	Both **expectation** and **hope** are abstract nouns. If it would be clearer in your language, you could express them together in a verb phrase. Alternate translation: “because I fully believe”
PHP	1	20	jz1z	PHP_1_20_jz1z	ἐν τῷ σώματί μου	Here, the phrase **in my body** is used to mean the activities that Paul does with his body. Paul speaks of his **body** because it was with his earthly body that he would serve God on earth until he died, as he explains in more detail in [1:22–24](../01/22.md). Alternate translation: “in everything that I do”
PHP	1	20	ysty	PHP_1_20_ysty	ἐν οὐδενὶ αἰσχυνθήσομαι, ἀλλ’	If the double-negative phrase **in nothing be ashamed** would be confusing in your language, you could translate it in a positive way. Alternate translation: “I will always do the right thing and”
PHP	1	20	ch6v	PHP_1_20_ch6v	ἐν πάσῃ παρρησίᾳ	If it would be clearer in your language, you could express the idea behind the abstract noun **boldness** with a similar adverb. Alternate translation: “always act boldly”
PHP	1	20	y78k	PHP_1_20_y78k	εἴτε διὰ ζωῆς εἴτε διὰ θανάτου	If it would be clearer in your language, you could express the ideas behind the abstract nouns **life** and **death** with their verbal forms. Alternate translation: “whether I live or I die”
PHP	1	21	n3jd	PHP_1_21_n3jd	κέρδος	If the abstract noun **gain** would be unclear in your language, you may express the meaning behind this word by using a verb phrase. Alternate translation: “to die is to go to Christ” or “to die would give me more blessing”
PHP	1	22	a21c	PHP_1_22_a21c	ἐν σαρκί	Here Paul is using the word **flesh** to refer to his entire body. The phrase **in the flesh** then refers to living as physical beings. If this would be confusing in your language, consider using a different word or phrase that refers to this present physical life. Alternate translation: “on this earth” or “in this world”
PHP	1	22	mwl6	PHP_1_22_mwl6	τοῦτό μοι καρπὸς ἔργου	Here, the word **fruitful** refers to Paul’s work producing good results. This is a metaphor in which Paul’s anticipated productive work is compared to a plant or tree which produces good fruit. Alternate translation: “this will mean effectively serving God” or “this will mean productively working for the advancement of the gospel”
